date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise_hhmm,sunrise_unixtime,sunrise_f,sunset_hhmm,sunset_unixtime,sunset_f,daylight,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2023-08-18,20,16.53,16.35,12.7,,,100,75,80,60,18,12,14.4,10.8,41,27.71,26.5,12,58,29,101.39,100.83,100.89,100.39,99.32,98.78,98.83,98.35,24100,24100,24100,24100,,,,,1.6,0,11.3,9.3,6.3,0,0,0,,06:25:00,1692354300,6.42,20:17:00,1692404220,20.28,13.87,5,5,20,20,13,13,,,,,,8,4.7,4,0,,,,
2023-08-17,26.5,21.66,21.85,17.2,30,,100,74.5,75.5,51,18.4,16.7,16.6,14.9,34,18.42,21,8,71,23,101.23,100.78,100.77,100.3,99.18,98.73,98.72,98.27,24100,20366.7,16100,8100,,,,,0,3.8,16.9,14.8,11.8,11.4,11.4,0,,06:24:00,1692267840,6.4,20:18:00,1692317880,20.3,13.9,7,7,27,27,14,16,,,,,,8,4.8,4,0,,,,
2023-08-16,27.3,22.38,22.75,18.2,32,,93,69.3,69.5,46,18,16.1,16,14,21,12.92,11.5,2,33,21,101.45,101.29,101.29,101.14,99.4,99.24,99.24,99.09,24100,19966.7,18500,12900,,,,,0,4.8,17.8,15.8,12.8,0,0,0,,06:23:00,1692181380,6.38,20:20:00,1692231600,20.33,13.95,7,7,27,27,17,17,,,,,,7,3.2,3.5,0,,,,
2023-08-15,22.7,19.98,20.29,17.9,27,,100,76,81,62,18.3,15.5,15.6,12.9,17,10.5,10.5,4,,,101.21,101.05,101.08,100.96,99.16,99,99.04,98.91,24100,22366.7,16900,9700,,,,,0,2.3,15.3,13.3,10.3,6.6,6.6,0,,06:22:00,1692094920,6.37,20:22:00,1692145320,20.37,14,2,7,23,23,16,16,,,,,,8,7.6,7.5,7,,,,
2023-08-14,23.7,20.01,19.25,14.8,27,,92,70,74.5,57,15.6,14.2,14.2,12.8,19,10.33,11.5,4,,,101.68,101.47,101.44,101.21,99.61,99.41,99.39,99.16,24100,24100,24100,24100,,,,,0,1.2,14.2,12.2,9.2,0,0,0,,06:21:00,1692008460,6.35,20:23:00,1692058980,20.38,14.03,8,8,24,24,17,17,,,,,,8,5.2,4,0,,,,
2023-08-13,26,20.56,20.5,15,29,,92,71.6,72,52,16.9,15.1,15.3,13.8,28,17.96,18,8,44,27,101.58,101.26,101.23,100.88,99.52,99.21,99.18,98.84,24100,24100,24100,24100,,,,,0,2.5,15.5,13.5,10.5,0,0,0,,06:20:00,1691922000,6.33,20:25:00,1691972700,20.42,14.08,8,8,25,25,14,15,,,,,,7,4.8,3.5,0,,,,
2023-08-12,29.5,23.13,24.2,18.9,36,,96,70.8,72.5,49,20.6,17.3,17.4,14.1,33,15.96,19.5,6,50,26,100.97,100.69,100.7,100.43,98.93,98.66,98.67,98.4,24100,23566.7,20100,16100,,,,,0,6.2,19.2,17.2,14.2,1.2,1.2,0,,06:18:00,1691835480,6.3,20:26:00,1691886360,20.43,14.13,6,6,25,25,15,15,,,,,,8,5.8,5,2,,,,
2023-08-11,25.6,20.86,20.3,15,28,,86,62.4,64.5,43,16.3,13.2,13.8,11.4,25,13.58,14,3,32,30,101.05,100.91,100.83,100.6,99,98.86,98.78,98.56,24100,24100,24100,24100,,,,,0,2.3,15.3,13.3,10.3,0,0,0,,06:17:00,1691749020,6.28,20:27:00,1691800020,20.45,14.17,8,8,26,26,18,18,,,,,,8,4.5,4,0,,,,
2023-08-10,25.9,22.04,22.4,18.9,31,,88,69.9,67.5,47,18.5,16.1,15.7,12.8,36,15.04,20,4,58,35,100.61,100.39,100.44,100.27,98.57,98.36,98.4,98.24,24100,24100,24100,24100,,,,,0,4.4,17.4,15.4,12.4,0.2,0.2,0,,06:16:00,1691662560,6.27,20:29:00,1691713740,20.48,14.22,7,7,23,23,14,14,,,,,,8,4.9,4.5,1,,,,
2023-08-09,28.8,22.69,22.5,16.2,32,,83,61.5,62,41,16.9,14.5,14.7,12.4,22,12.54,14.5,7,35,27,100.89,100.77,100.74,100.59,98.84,98.73,98.7,98.56,24100,24100,24100,24100,,,,,0,4.5,17.5,15.5,12.5,0,0,0,,06:15:00,1691576100,6.25,20:30:00,1691627400,20.5,14.25,7,7,28,28,17,18,,,,,,7,4.1,3.5,0,,,,
2023-08-08,26,20.81,21.05,16.1,31,,100,70.3,71.5,43,18.9,14.8,15.3,11.8,40,27.25,25.5,11,67,31,100.9,100.57,100.53,100.17,98.85,98.53,98.49,98.14,24100,23100,16100,8100,,,,,0,3,16.1,14.1,11.1,0,0,0,,06:14:00,1691489640,6.23,20:32:00,1691541120,20.53,14.3,8,8,25,25,16,17,,,,,,8,6.8,5.5,3,,,,
2023-08-07,25.8,21.71,22.1,18.4,32,,100,88.7,84.5,69,22,19.6,19.7,17.4,26,14,16.5,7,44,33,100.83,100.38,100.48,100.12,98.79,98.35,98.44,98.09,24100,19462.5,14050,4000,,,,,0,4.1,17.1,15.1,12.1,7.6,7.6,0,,06:13:00,1691403180,6.22,20:33:00,1691454780,20.55,14.33,3,3,25,25,18,20,,,,,,8,7.7,7,6,,,,
2023-08-06,25.1,20.13,19.8,14.5,29,,85,66.7,63,41,16.3,13.5,12.7,9.1,25,13.75,13.5,2,37,6,101.78,101.45,101.36,100.93,99.71,99.39,99.29,98.88,24100,23100,16900,9700,,,,,0,1.8,14.8,12.8,9.8,7,7,0,,06:12:00,1691316720,6.2,20:34:00,1691368440,20.57,14.37,9,9,25,27,18,20,,,,,,8,4.5,4,0,,,,
2023-08-05,24.7,20.66,20.54,16.4,27,,86,63.3,62.5,39,16.5,13.1,12.9,9.3,18,12.38,10,2,28,34,101.9,101.77,101.74,101.59,99.83,99.71,99.68,99.53,24100,23566.7,21700,19300,,,,,0,2.5,15.5,13.5,10.5,0,0,0,,06:11:00,1691230260,6.18,20:36:00,1691282160,20.6,14.42,8,8,26,26,14,14,,,,,,8,3.9,4,0,,,,
2023-08-04,27.2,21.61,22,16.8,32,,99,75.1,74,49,18.6,16.7,16.9,15.3,32,17.5,18.5,5,41,35,101.55,101.22,101.26,100.96,99.49,99.17,99.2,98.92,24100,24100,24100,24100,,,,,0,4,17,15,12,0,0,0,,06:10:00,1691143800,6.17,20:37:00,1691195820,20.62,14.45,7,7,27,27,15,16,,,,,,8,2.8,4,0,,,,
2023-08-03,29.2,23.57,23.7,18.2,35,,95,71.4,73,51,19.9,17.8,17.3,14.7,30,16.42,19,8,66,36,101.66,101.31,101.32,100.98,99.6,99.26,99.27,98.94,24100,21433.3,18500,12900,,,,,0,5.7,18.7,16.7,13.7,2.6,2.6,0,,06:08:00,1691057280,6.13,20:38:00,1691109480,20.63,14.5,8,8,29,29,17,18,,,,,,8,5.5,4.5,1,,,,
2023-08-02,24.6,20.68,19.14,13.7,29,,81,66,69,57,16.6,14.1,13.8,11,19,10.17,10,1,33,22,102.28,102.06,101.98,101.68,100.2,99.99,99.91,99.62,24100,24100,24100,24100,,,,,0,1.1,14.1,12.1,9.1,0,0,0,,06:07:00,1690970820,6.12,20:40:00,1691023200,20.67,14.55,7,7,25,25,18,18,,,,,,8,6.7,5,2,,,,
2023-08-01,24,19.32,18.6,13.2,25,,75,54.1,56.5,38,11.7,9.6,9.7,7.6,17,9.79,10.5,4,,,102.36,102.23,102.21,102.06,100.28,100.15,100.13,99.99,24100,24100,24100,24100,,,,,0,0.6,13.6,11.6,8.6,0,0,0,,06:06:00,1690884360,6.1,20:41:00,1690936860,20.68,14.58,7,7,23,23,16,17,,,,,,8,3.8,4.5,1,,,,
2023-07-31,24.2,19.39,19.39,14.6,26,,88,61.1,62.5,37,15,11.2,9.9,4.8,31,17,20,9,42,36,102.06,101.74,101.77,101.48,99.98,99.67,99.7,99.42,24100,24100,24100,24100,,,,,0,1.4,14.4,12.4,9.4,0,0,0,,06:05:00,1690797900,6.08,20:42:00,1690850520,20.7,14.62,7,7,25,25,13,14,,,,,,7,2.2,3.5,0,,,,
2023-07-30,24.1,19.25,18.35,12.6,27,,91,67,69.5,48,15,12.7,12.8,10.6,23,11.79,13.5,4,32,32,101.69,101.58,101.55,101.4,99.62,99.51,99.48,99.34,24100,24100,24100,24100,,,,,0,0.4,13.3,11.3,8.3,0,0,0,,06:04:00,1690711440,6.07,20:43:00,1690764180,20.72,14.65,8,8,25,25,15,15,,,,,,7,3.3,3.5,0,,,,
2023-07-29,24.6,21.14,19.45,14.3,33,,100,79.5,77.5,55,21.4,17.3,16.6,11.9,28,16.46,17.5,7,40,2,101.6,101.24,101.29,100.98,99.53,99.2,99.24,98.94,24100,21295.8,15250,6400,,,,,0,1.4,14.4,12.4,9.4,17.6,17.6,0,,06:03:00,1690624980,6.05,20:44:00,1690677840,20.73,14.68,4,4,25,25,14,21,,,,,,8,4.8,4,0,,,,
2023-07-28,31.2,25.75,25.54,19.9,38,,88,70.2,68.5,49,22.1,19.8,19.7,17.3,22,11.29,13.5,5,34,26,101.57,101.4,101.4,101.23,99.53,99.36,99.36,99.19,24100,22366.7,20100,16100,,,,,0,7.5,20.5,18.5,15.5,0,0,0,,06:02:00,1690538520,6.03,20:45:00,1690591500,20.75,14.72,9,9,32,32,20,20,,,,,,8,4.6,4,0,,,,
2023-07-27,29.6,24.87,25.05,20.5,36,,100,77.1,75.5,51,21.7,20.2,19.8,17.9,25,13.38,14.5,4,37,33,101.52,101.09,101.08,100.65,99.48,99.06,99.05,98.62,24100,20891.7,15250,6400,,,,,0,7,20.1,18.1,15.1,13.8,13.8,0,,06:01:00,1690452060,6.02,20:46:00,1690505160,20.77,14.75,6,7,29,29,22,22,,,,,,8,4.8,4,0,,,,
2023-07-26,30.8,24.89,25.6,20.4,36,,100,72.2,72,44,21.2,19.1,18.7,16.2,30,16.42,20,10,42,17,101.66,101.35,101.28,100.89,99.61,99.31,99.24,98.86,24100,19300,20100,16100,,,,,0,7.6,20.6,18.6,15.6,8.8,8.8,0,,06:00:00,1690365600,6,20:47:00,1690418820,20.78,14.78,9,9,31,31,21,21,,,,,,8,3.8,4,0,,,,
2023-07-25,27.3,22.46,22.45,17.6,33,,95,76,77,59,19.5,17.9,17.9,16.4,18,8.71,9.5,1,,,101.86,101.72,101.74,101.61,99.79,99.66,99.67,99.55,24100,22700,21700,19300,,,,,0,4.5,17.4,15.4,12.4,5.2,5.2,0,,05:59:00,1690279140,5.98,20:48:00,1690332480,20.8,14.82,7,7,27,27,19,20,,,,,,8,4.5,4.5,1,,,,
2023-07-24,28.2,21.99,22.75,17.3,33,,95,75.4,73,51,19.4,17.3,17.4,15.3,22,9.71,12,2,42,33,101.68,101.59,101.58,101.49,99.63,99.53,99.53,99.44,24100,24100,24100,24100,,,,,0,4.8,17.8,15.8,12.8,0.4,0.4,0,,05:58:00,1690192680,5.97,20:49:00,1690246140,20.82,14.85,7,8,25,27,18,19,,,,,,8,6.1,6,4,,,,
2023-07-23,27,20.7,21.5,16,31,,88,69.6,71,54,18.4,14.9,14.8,11.2,24,10.33,13,2,41,13,101.55,101.36,101.37,101.18,99.49,99.31,99.31,99.13,24100,23566.7,20100,16100,,,,,0,3.5,16.5,14.5,11.5,3.6,3.6,0,,05:57:00,1690106220,5.95,20:50:00,1690159800,20.83,14.88,8,8,27,27,17,18,,,,,,8,3.9,4,0,,,,
2023-07-22,28.1,22.49,22.05,16,32,,82,57.5,61.5,41,14.9,13.4,13.1,11.2,25,14.33,15,5,39,27,101.2,101.11,101.09,100.98,99.15,99.06,99.05,98.94,24100,24100,24100,24100,,,,,0,4,17.1,15.1,12.1,0,0,0,,05:56:00,1690019760,5.93,20:51:00,1690073460,20.85,14.92,8,8,27,27,16,16,,,,,,7,2.7,3.5,0,,,,
2023-07-21,26,21.65,21.5,17,29,,95,68.6,71,47,17,15.3,15.1,13.1,33,20.88,20,7,49,32,101.16,100.9,100.89,100.62,99.11,98.85,98.85,98.58,24100,24100,24100,24100,,,,,0,3.5,16.5,14.5,11.5,0,0,0,,05:55:00,1689933300,5.92,20:52:00,1689987120,20.87,14.95,7,7,25,25,16,17,,,,,,8,4.3,4,0,,,,
2023-07-20,27.3,22.27,22.35,17.4,33,,98,72.3,75,52,21.5,16.8,17.9,14.3,23,11.12,12.5,2,46,25,101.74,101.2,101.17,100.6,99.68,99.15,99.12,98.56,24100,22100,17700,11300,,,,,0,4.3,17.4,15.3,12.3,1.2,1.2,0,,05:54:00,1689846840,5.9,20:53:00,1689900780,20.88,14.98,8,8,26,27,17,18,,,,,,8,4.7,4,0,,,,
2023-07-19,26,20.93,20.6,15.2,28,,82,64.9,64.5,47,16.3,13.9,14.3,12.4,16,7.96,8.5,1,,,101.85,101.75,101.75,101.65,99.79,99.69,99.69,99.59,24100,24100,24100,24100,,,,,0,2.6,15.6,13.6,10.6,0,0,0,,05:53:00,1689760380,5.88,20:54:00,1689814440,20.9,15.02,8,8,26,26,18,18,,,,,,7,2.8,3.5,0,,,,
2023-07-18,26.1,21.58,21.6,17.1,29,,83,63.7,63,43,16.5,14.2,14.1,11.7,23,12.08,13,3,31,36,101.66,101.36,101.45,101.23,99.6,99.3,99.39,99.18,24100,24100,24100,24100,,,,,0,3.6,16.6,14.6,11.6,0,0,0,,05:52:00,1689673920,5.87,20:55:00,1689728100,20.92,15.05,7,7,26,27,15,16,,,,,,8,3.6,4,0,,,,
2023-07-17,26.9,22.02,22,17.1,31,,86,69.3,68.5,51,18.3,15.9,16.1,13.8,27,15.21,16,5,47,25,101.2,101.03,101.02,100.84,99.15,98.98,98.98,98.8,24100,20566.7,16900,9700,,,,,0,4,17,15,12,1,1,0,,05:51:00,1689587460,5.85,20:55:00,1689641700,20.92,15.07,8,8,27,28,19,19,,,,,,8,2.8,4,0,,,,
2023-07-16,27.8,22.6,23.65,19.5,34,,100,82.7,81.5,63,20.4,19.3,19.1,17.8,22,10.5,11.5,1,32,22,101.01,100.82,100.86,100.71,98.96,98.78,98.81,98.67,24100,17829.2,15250,6400,,,,,0,5.7,18.6,16.6,13.7,0.6,0.6,0,,05:50:00,1689501000,5.83,20:56:00,1689555360,20.93,15.1,8,8,28,28,19,19,,,,,,8,6.7,5.5,3,,,,
2023-07-15,25,21.82,22.3,19.6,33,,100,84.9,87,74,21.1,19.1,18.6,16.2,16,8.79,9.5,3,32,16,101.19,101.1,101.08,100.97,99.14,99.05,99.03,98.93,24100,22100,20100,16100,,,,,0,4.3,17.3,15.3,12.3,11,11,0,,05:50:00,1689414600,5.83,20:57:00,1689469020,20.95,15.12,7,7,26,26,19,19,,,,,,8,6.6,4,0,,,,
2023-07-14,25.6,20.66,19.75,13.9,31,,84,73.4,73.5,63,18.6,15.7,14.9,11.2,19,10.5,11.5,4,35,13,101.27,101.18,101.17,101.08,99.21,99.12,99.12,99.03,24100,24100,24100,24100,,,,,0,1.8,14.8,12.8,9.8,0,0,0,,05:49:00,1689328140,5.82,20:58:00,1689382680,20.97,15.15,8,8,27,27,19,19,,,,,,8,3.3,4,0,,,,
2023-07-13,24,20.41,19.7,15.4,29,,100,76.3,79.5,59,20.4,15.9,16.5,12.6,34,18.54,19.5,5,51,27,101.04,100.69,100.62,100.2,98.99,98.65,98.58,98.17,24100,21295.8,15250,6400,,,,,0,1.7,14.7,12.7,9.7,24.6,24.6,0,,05:48:00,1689241680,5.8,20:58:00,1689296280,20.97,15.17,6,8,23,23,15,15,,,,,,8,6.1,4,0,,,,
2023-07-12,26,20,19.25,12.5,28,,76,60,59.5,43,16.1,11.9,12.9,9.8,26,12.96,15.5,5,31,34,101.5,101.31,101.29,101.08,99.44,99.25,99.24,99.03,24100,24100,24100,24100,,,,,0,1.2,14.2,12.2,9.2,0.2,0.2,0,,05:47:00,1689155220,5.78,20:59:00,1689209940,20.98,15.2,8,8,25,25,17,18,,,,,,8,5.8,4,0,,,,
2023-07-11,30.2,23.76,23.6,17,36,,87,64.1,64.5,42,19.1,16.2,16.6,14.2,35,17.33,21,7,47,25,101.2,101.04,101.03,100.87,99.16,99,99,98.83,24100,23766.7,20100,16100,,,,,0,5.6,18.6,16.6,13.6,2,2,0,,05:46:00,1689068760,5.77,20:59:00,1689123540,20.98,15.22,8,8,31,31,16,17,,,,,,8,4.1,4,0,,,,
2023-07-10,28.9,23.12,21.65,14.4,33,,85,56.8,61.5,38,16.4,13.6,14.2,12,27,13.42,15,3,36,27,101.23,101.11,101.14,101.05,99.18,99.07,99.09,99,24100,24100,24100,24100,,,,,0,3.6,16.6,14.7,11.7,0,0,0,,05:46:00,1688982360,5.77,21:00:00,1689037200,21,15.23,8,8,28,28,21,21,,,,,,6,3,3.5,1,,,,
2023-07-09,25.5,20.71,20.55,15.6,30,,95,73.2,75.5,56,17.1,15.5,14.5,11.9,18,10.88,10,2,33,35,101.08,101.02,101,100.91,99.03,98.96,98.94,98.86,24100,24100,24100,24100,,,,,0,2.5,15.6,13.6,10.6,0,0,0,,05:45:00,1688895900,5.75,21:00:00,1688950800,21,15.25,7,7,24,24,16,16,,,,,,8,6.1,5,2,,,,
2023-07-08,25.1,19.27,19.3,13.5,28,,95,68.6,69,43,16.9,13,13.6,10.3,19,10.25,11.5,4,31,23,101.37,101.2,101.19,101.01,99.32,99.14,99.13,98.95,24100,23100,16900,9700,,,,,0,1.3,14.3,12.3,9.3,0.8,0.8,0,,05:44:00,1688809440,5.73,21:01:00,1688864460,21.02,15.28,9,9,27,27,19,19,,,,,,8,5.5,4,0,,,,
2023-07-07,26.2,22.4,21.29,16.4,30,,89,61.5,62,35,20.2,14,14,7.8,27,18.54,19.5,12,36,35,101.37,101.24,101.22,101.06,99.32,99.19,99.17,99.03,24100,24100,24100,24100,,,,,0,3.3,16.3,14.3,11.3,0,0,0,,05:43:00,1688722980,5.72,21:01:00,1688778060,21.02,15.3,9,9,28,28,14,16,,,,,,7,3.1,3.5,0,,,,
2023-07-06,29.8,24.18,25.45,21.1,39,,99,77.7,79,59,22.4,19.9,20.1,17.8,20,10.75,11.5,3,49,25,101.42,101.16,101.2,100.99,99.38,99.12,99.17,98.97,24100,23100,16100,8100,,,,,0,7.5,20.4,18.4,15.4,4.6,4.6,0,,05:43:00,1688636580,5.72,21:02:00,1688691720,21.03,15.32,10,10,30,30,19,19,,,,,,8,5.3,4,0,,,,
2023-07-05,31.4,27.27,26.04,20.7,38,,80,60.4,62.5,45,20.9,18.9,19.3,17.7,24,11.75,14,4,40,24,101.62,101.48,101.46,101.3,99.58,99.44,99.42,99.27,24100,24100,24100,24100,,,,,0,8,21,19,16,0,0,0,,05:42:00,1688550120,5.7,21:02:00,1688605320,21.03,15.33,9,9,31,31,20,20,,,,,,5,3,2.5,0,,,,
2023-07-04,30.7,25.26,24.5,18.3,37,,90,65.9,67.5,45,20.5,18.1,18.4,16.3,14,8.83,8.5,3,35,28,101.56,101.41,101.42,101.29,99.52,99.37,99.38,99.24,24100,24100,24100,24100,,,,,0,6.5,19.5,17.5,14.5,0,0,0,,05:41:00,1688463660,5.68,21:02:00,1688518920,21.03,15.35,9,9,30,31,19,20,,,,,,7,2.6,3.5,0,,,,
2023-07-03,26,22.21,22.75,19.5,31,,99,77.4,78,57,20.9,17.9,18.7,16.5,16,8.46,10,4,,,101.29,101.09,101.12,100.95,99.24,99.04,99.07,98.9,24100,21500,20100,16100,,,,,0,4.8,17.8,15.8,12.8,1.2,1.2,0,,05:41:00,1688377260,5.68,21:02:00,1688432520,21.03,15.35,8,8,27,27,19,19,,,,,,8,5.2,4.5,1,,,,
2023-07-02,23.5,22.13,21.95,20.4,31,,96,89,85,74,21.4,20.3,19.9,18.3,12,6.67,7,2,,,100.98,100.93,100.92,100.86,98.95,98.89,98.89,98.83,24100,10737.5,14450,4800,,,,,0,4,16.9,14.9,11.9,1.8,1.8,0,,05:40:00,1688290800,5.67,21:03:00,1688346180,21.05,15.38,7,7,25,25,19,20,,,,,,8,7.6,7,6,,,,
2023-07-01,28.5,23.34,23.5,18.5,36,,96,79.7,76,56,21.4,19.5,19.6,17.9,17,8.54,10,3,35,1,101.31,101.14,101.13,100.95,99.26,99.09,99.09,98.91,24100,15829.2,15250,6400,,,,,0,5.5,18.5,16.5,13.5,5.4,5.4,0,,05:40:00,1688204400,5.67,21:03:00,1688259780,21.05,15.38,9,9,27,27,20,22,,,,,,8,6.1,4.5,1,,,,
2023-06-30,25.5,21.84,22.2,18.9,30,,80,67,64.5,49,17.4,15.4,15.1,12.7,21,10.96,11.5,2,28,14,101.51,101.41,101.41,101.3,99.46,99.36,99.36,99.25,24100,11595.8,14450,4800,,,,,0,4.2,17.2,15.2,12.2,0.8,0.8,0,,05:39:00,1688117940,5.65,21:03:00,1688173380,21.05,15.4,9,9,25,25,19,20,,,,,,8,5.2,4,0,,,,
2023-06-29,25.6,19.92,19.35,13.1,26,,69,48.6,50,31,14.1,8.5,8.6,3.1,17,9.62,9.5,2,,,101.85,101.66,101.69,101.53,99.78,99.59,99.62,99.47,24100,21700,16100,8100,,,,,0,1.4,14.3,12.3,9.3,0,0,0,,05:39:00,1688031540,5.65,21:03:00,1688086980,21.05,15.4,9,9,26,26,17,18,,,,,,8,4.2,4.5,1,,,,
2023-06-28,23.8,18.43,19.1,14.4,27,,83,60.4,57,31,13.7,9.8,7.2,0.6,33,24,21.5,10,48,33,101.63,101.27,101.23,100.83,99.56,99.21,99.17,98.78,24100,10691.7,13250,2400,,,,,0,1.1,14.1,12.1,9.1,0,0,0,,05:38:00,1687945080,5.63,21:03:00,1688000580,21.05,15.42,8,8,23,24,13,13,,,,,,8,3.9,4,0,,,,
2023-06-27,23.5,19.98,19.7,15.9,29,,100,87.5,86,72,19.6,17.8,16.8,14,33,15.83,18,3,50,31,100.8,100.25,100.4,100,98.75,98.22,98.36,97.97,24100,14425,14450,4800,,,,,0,1.7,14.7,12.7,9.7,11.8,11.8,0,,05:38:00,1687858680,5.63,21:03:00,1687914180,21.05,15.42,3,3,21,22,15,15,,,,,,8,7.2,5.5,3,,,,
2023-06-26,23.4,21.1,21.35,19.3,30,,100,87.9,88,76,21.1,19,19.4,17.7,23,13.5,16,9,38,20,100.4,100.16,100.19,99.99,98.37,98.13,98.17,97.96,24100,21662.5,12450,800,,,,,0,3.4,16.4,14.3,11.3,27.2,27.2,0,,05:37:00,1687772220,5.62,21:03:00,1687827780,21.05,15.43,4,9,22,23,19,19,,,,,,8,7,6,4,,,,
2023-06-25,28.1,23.3,23.15,18.2,34,,91,71.9,73.5,56,20.2,17.9,18.1,15.9,21,11.62,11,1,45,2,101.08,100.84,100.78,100.48,99.03,98.8,98.74,98.45,24100,24100,24100,24100,,,,,0,5.2,18.1,16.1,13.2,10.2,10.2,0,,05:37:00,1687685820,5.62,21:03:00,1687741380,21.05,15.43,9,9,27,27,18,20,,,,,,8,5.2,4,0,,,,
2023-06-24,26.6,22.26,23.05,19.5,34,,100,84.2,83,66,20.5,19.3,18.7,16.9,16,9.33,9.5,3,31,34,101.23,101.09,101.1,100.97,99.18,99.04,99.06,98.93,24100,21633.3,16900,9700,,,,,0,5,18.1,16.1,13.1,0.6,0.6,0,,05:37:00,1687599420,5.62,21:03:00,1687654980,21.05,15.43,3,6,26,26,18,18,,,,,,8,6.6,4.5,1,,,,
2023-06-23,24.7,20.6,21.85,19,29,,100,82.5,77.5,55,19.5,17.3,15.4,11.4,12,7.46,7,2,,,101.62,101.42,101.44,101.25,99.56,99.36,99.38,99.2,24100,21900,16900,9700,,,,,0,3.8,16.9,14.8,11.8,5.2,5.2,0,,05:36:00,1687512960,5.6,21:03:00,1687568580,21.05,15.45,6,6,24,24,18,18,,,,,,8,7.3,6.5,5,,,,
2023-06-22,25.4,21.54,20.39,15.4,27,,73,52.3,54.5,36,14.4,11.1,11.1,7.8,26,11.42,13.5,1,36,9,102.19,101.98,101.94,101.68,100.12,99.91,99.87,99.62,24100,24100,24100,24100,,,,,0,2.4,15.4,13.4,10.4,0,0,0,,05:36:00,1687426560,5.6,21:03:00,1687482180,21.05,15.45,9,9,24,25,17,17,,,,,,8,4.6,4,0,,,,
2023-06-21,27.1,22.46,21.45,15.8,31,,68,52.2,53,38,16.3,12.1,12.9,9.5,24,12.46,13.5,3,32,8,102.41,102.26,102.27,102.12,100.34,100.19,100.2,100.06,24100,24100,24100,24100,,,,,0,3.5,16.4,14.4,11.4,0,0,0,,05:36:00,1687340160,5.6,21:03:00,1687395780,21.05,15.45,8,8,26,27,17,18,,,,,,1,0.6,0.5,0,,,,
2023-06-20,26,22.16,21.85,17.7,27,,70,50.8,52.5,35,13.6,11.3,10.8,8.1,31,17.29,18,5,41,7,102.27,102.12,102.08,101.9,100.2,100.05,100.02,99.84,24100,24100,24100,24100,,,,,0,3.8,16.9,14.8,11.8,0,0,0,,05:36:00,1687253760,5.6,21:02:00,1687309320,21.03,15.43,8,8,26,26,17,18,,,,,,6,2.6,3,0,,,,
2023-06-19,25,20.33,19.55,14.1,27,,83,60.5,64,45,14.3,12.1,12.1,9.8,22,12.96,12,2,36,10,101.9,101.65,101.67,101.43,99.84,99.59,99.61,99.37,24100,22566.7,20100,16100,,,,,0,1.6,14.6,12.6,9.6,0,0,0,,05:36:00,1687167360,5.6,21:02:00,1687222920,21.03,15.43,9,9,26,26,17,19,,,,,,7,3,3.5,0,,,,
2023-06-18,25.2,19.78,19.25,13.3,26,,70,49.8,52,34,12.2,8.8,8.7,5.2,21,12,11.5,2,,,101.44,101.28,101.31,101.18,99.38,99.22,99.25,99.13,24100,16966.7,16900,9700,,,,,0,1.2,14.2,12.2,9.2,0,0,0,,05:35:00,1687080900,5.58,21:02:00,1687136520,21.03,15.45,8,8,25,25,15,15,,,,,,7,2.2,3.5,0,,,,
2023-06-17,25.4,19.64,18.45,11.5,25,,85,47.7,53,21,11.3,6.8,5.5,-0.3,35,21.33,21.5,8,47,32,101.18,101.06,101.08,100.98,99.13,99,99.02,98.92,24100,18700,16900,9700,,,,,0,0.4,13.4,11.4,8.4,0,0,0,,05:35:00,1686994500,5.58,21:01:00,1687050060,21.02,15.43,8,8,24,24,14,15,,,,,,4,1.7,2,0,,,,
2023-06-16,23.4,17.81,18.1,12.8,25,,95,73.6,75,55,13.7,12.8,12.6,11.4,24,19.54,16.5,9,42,33,101.03,100.81,100.86,100.7,98.97,98.75,98.81,98.64,24100,17566.7,16900,9700,,,,,0,0.1,13.1,11.1,8.1,0,0,0,,05:35:00,1686908100,5.58,21:01:00,1686963660,21.02,15.43,6,6,23,23,15,15,,,,,,8,7,6.5,5,,,,
